Model,Crema-D,DementiaBank,Savee,Voxforge,Speech_commands,mask_challenge,ESC-50_HS,Voxceleb,Crema-D_N,DementiaBank_N,Savee_N,Voxforge_N,Speech_commands_N,mask_challenge_N,ESC-50_HS_N,Voxceleb_N,ModelPath,PerfLab_SessionID,MV3Size,Avg_Pool,Alpha,Compression,Quantized-Aware_Trained,Size(MB),Pixel4 CPU Latency(ms),Pixel4 GPU Latency(ms),Pixel1 CPU Latency(ms),Pixel1 GPU Latency(ms),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model 127,0.5945,0.6863,0.5833,0.6191,0.5503,0.5938,0.7576,0.2877,0.146898471,0.036007846,0.223841156,-0.074896742,0.299299331,0.013157937,0.436280502,0.381846337,/cns/lu-d/home/srjoglekar/noss/distilled_tflite/model_127.tflite,3344,tiny,TRUE,0.75,TRUE,FALSE,3.3359375,1.410485876,3.572710714,1.358254098,7.277707143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model 128,0.4171,0.6373,0.3667,0.5285,0.2082,0.5449,0.5455,0.0007,-0.571638293,-0.162460595,-0.653470361,-0.441860839,-1.086334416,-0.184905466,-0.422804321,-0.780611674,/cns/lu-d/home/srjoglekar/noss/distilled_tflite/model_128.tflite,3354,tiny,TRUE,0.75,TRUE,TRUE,1.000366211,0.562469791,3.607768953,1.980723108,7.77324031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model 129,0.6382,0.6863,0.6167,0.6279,0.5327,0.6037,0.7727,0.2976,0.323899917,0.036007846,0.359123726,-0.03925343,0.228012708,0.053256663,0.497441185,0.421945063,/cns/lu-d/home/srjoglekar/noss/distilled_tflite/model_129.tflite,3338,tiny,TRUE,1,TRUE,FALSE,4.463882446,1.727889273,3.686177122,1.658366057,7.126680851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model 130,0.6928,0.6765,0.7167,0.7499,0.7679,0.633,0.8485,0.4219,0.545050465,-0.003685842,0.76416136,0.454892484,1.180661224,0.17193269,0.804459712,0.925406842,/cns/lu-d/home/srjoglekar/noss/distilled_tflite/model_130.tflite,3345,tiny,FALSE,1.5,FALSE,FALSE,43.73435593,6.778364865,6.84330137,9.889633663,31.7278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model 131,0.4351,0.6667,0.3833,0.5346,0.2282,0.5449,0.4848,0.0007,-0.498731519,-0.043379531,-0.586234114,-0.417153543,-1.005326889,-0.184905466,-0.668662165,-0.780611674,/cns/lu-d/home/srjoglekar/noss/distilled_tflite/model_131.tflite,3355,tiny,TRUE,1,TRUE,TRUE,1.308746338,0.780830854,4.247648305,2.348448113,8.966205357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model 132,0.606,0.6863,0.4917,0.6021,0.5176,0.602,0.7121,0.297,0.193477799,0.036007846,-0.147173318,-0.14375314,0.166852025,0.046371023,0.251988378,0.419514837,/cns/lu-d/home/srjoglekar/noss/distilled_tflite/model_132.tflite,3339,tiny,TRUE,1.25,TRUE,FALSE,6.398246765,1.012768293,4.20002521,2.40921256,6.818102041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model 133,0.4139,0.6863,0.375,0.5285,0.2072,0.5449,0.4848,0.0007,-0.584599497,0.036007846,-0.619852237,-0.441860839,-1.090384793,-0.184905466,-0.668662165,-0.780611674,/cns/lu-d/home/srjoglekar/noss/distilled_tflite/model_133.tflite,32190,tiny,TRUE,1.25,TRUE,TRUE,1.828308105,1.600113782,3.949711462,3.310036545,6.536411765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model 134,0.5951,0.6667,0.575,0.6282,0.5049,0.5935,0.7576,0.2307,0.149328696,-0.043379531,0.190223032,-0.038038317,0.115412245,0.011942824,0.436280502,0.150974885,/cns/lu-d/home/srjoglekar/noss/distilled_tflite/model_134.tflite,3346,tiny,TRUE,1.5,TRUE,FALSE,8.830787659,1.365847945,4.344252174,5.973029762,16.60193443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model 135,0.4402,0.6667,0.4583,0.5285,0.1879,0.5449,0.4545,0.0007,-0.478074599,-0.043379531,-0.282455888,-0.441860839,-1.168557056,-0.184905466,-0.791388569,-0.780611674,/cns/lu-d/home/srjoglekar/noss/distilled_tflite/model_135.tflite,3356,tiny,TRUE,1.5,TRUE,TRUE,2.475463867,1.226233702,4.274320513,5.617460674,7.89611811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model 136,0.633,0.6765,0.525,0.6628,0.5352,0.5906,0.7879,0.3036,0.30283796,-0.003685842,-0.012295785,0.102104705,0.238138649,0.000196733,0.559006905,0.446247321,/cns/lu-d/home/srjoglekar/noss/distilled_tflite/model_136.tflite,3360,tiny,TRUE,2,TRUE,FALSE,14.4588089,5.139158974,6.681553333,4.861907767,20.6037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model 137,0.4267,0.6863,0.425,0.5285,0.1963,0.5449,0.3939,0.0007,-0.53275468,0.036007846,-0.41733342,-0.441860839,-1.134533895,-0.184905466,-1.036841375,-0.780611674,/cns/lu-d/home/srjoglekar/noss/distilled_tflite/model_137.tflite,3347,tiny,TRUE,2,TRUE,TRUE,3.945709229,2.787094708,5.685465909,7.653152672,19.50844231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model 138,0.6118,0.6863,0.5917,0.6349,0.5387,0.6117,0.7576,0.273,0.216969981,0.036007846,0.257864317,-0.010900795,0.252314966,0.085659673,0.436280502,0.322305805,/cns/lu-d/home/srjoglekar/noss/distilled_tflite/model_138.tflite,3357,small,FALSE,0.5,TRUE,FALSE,5.377628326,1.439371758,5.678494318,1.41352983,8.231172131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model 139,0.4261,0.6765,0.3917,0.5285,0.2472,0.5449,0.5606,0.0007,-0.535184906,-0.003685842,-0.552210952,-0.441860839,-0.928369739,-0.184905466,-0.361643638,-0.780611674,/cns/lu-d/home/srjoglekar/noss/distilled_tflite/model_139.tflite,32207,small,FALSE,0.5,TRUE,TRUE,1.527908325,0.96987172,4.701521127,1.65307309,10.48696875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model 140,0.588,0.6961,0.4417,0.5695,0.4004,0.6056,0.6515,0.0079,0.120571024,0.075701534,-0.349692135,-0.275795408,-0.307852083,0.060952378,0.006535572,-0.751448965,/cns/lu-d/home/srjoglekar/noss/distilled_tflite/model_140.tflite,3361,small,FALSE,0.75,TRUE,FALSE,7.080192566,2.1829869,4.784244019,4.032209677,12.66226582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
